location;date;total_cases_per_million;new_cases_per_million;total_deaths_per_million;new_deaths_per_million;cardiovasc_death_rate;hospital_beds_per_thousand;life_expectancy;human_development_index
Bolivia;06/01/2021;14.304.856;146.749;795.595;3.941;204.299;1.1;71.51;0.718
Bolivia;07/01/2021;14.468.481;163.625;797.051;1.456;204.299;1.1;71.51;0.718
Bolivia;08/01/2021;14.662.347;193.866;799.107;2.056;204.299;1.1;71.51;0.718
Bolivia;09/01/2021;14.803.184;140.837;801.077;1.97;204.299;1.1;71.51;0.718
Bolivia;10/01/2021;14.897.247;94.063;803.219;2.142;204.299;1.1;71.51;0.718
Bolivia;11/01/2021;15.016.497;119.249;806.56;3.341;204.299;1.1;71.51;0.718
Bolivia;12/01/2021;15.142.685;126.188;809.901;3.341;204.299;1.1;71.51;0.718
Bolivia;13/01/2021;15.318.903;176.218;813.242;3.341;204.299;1.1;71.51;0.718
Bolivia;14/01/2021;15507.2;188.297;816.412;3.17;204.299;1.1;71.51;0.718
Bolivia;15/01/2021;15.727.623;220.423;819.924;3.512;204.299;1.1;71.51;0.718
Bolivia;16/01/2021;15.906.754;179.131;822.066;2.142;204.299;1.1;71.51;0.718
Bolivia;17/01/2021;16.035.512;128.758;825.493;3.427;204.299;1.1;71.51;0.718
Bolivia;18/01/2021;16.168.297;132.785;829.262;3.769;204.299;1.1;71.51;0.718
Bolivia;19/01/2021;16.370.215;201.918;832.86;3.598;204.299;1.1;71.51;0.718
Bolivia;20/01/2021;16.597.663;227.447;836.458;3.598;204.299;1.1;71.51;0.718
Bolivia;21/01/2021;16.824.511;226.848;841.084;4.626;204.299;1.1;71.51;0.718
Bolivia;22/01/2021;16.984.195;159.684;845.625;4.54;204.299;1.1;71.51;0.718
Bolivia;23/01/2021;17.132.571;148.376;850.422;4.797;204.299;1.1;71.51;0.718
Bolivia;24/01/2021;17.222.351;89.78;855.391;4.969;204.299;1.1;71.51;0.718
Bolivia;25/01/2021;17.374.925;152.574;861.045;5.654;204.299;1.1;71.51;0.718
Bolivia;26/01/2021;17579.67;204.745;865.671;4.626;204.299;1.1;71.51;0.718
Bolivia;27/01/2021;17.825.193;245.523;870.982;5.311;204.299;1.1;71.51;0.718
Bolivia;28/01/2021;18.052.384;227.19;876.037;5.054;204.299;1.1;71.51;0.718
Bolivia;29/01/2021;18.280.774;228.39;880.577;4.54;204.299;1.1;71.51;0.718
Bolivia;30/01/2021;18.452.537;171.763;884.946;4.369;204.299;1.1;71.51;0.718
Bolivia;31/01/2021;18.575.727;123.19;889.144;4.198;204.299;1.1;71.51;0.718
Bolivia;01/02/2021;18.701.144;125.417;894.284;5.14;204.299;1.1;71.51;0.718
Bolivia;02/02/2021;18.883.359;182.215;900.623;6.339;204.299;1.1;71.51;0.718
Bolivia;03/02/2021;19.056.493;173.134;905.592;4.969;204.299;1.1;71.51;0.718
Bolivia;04/02/2021;19.209.581;153.088;910.903;5.311;204.299;1.1;71.51;0.718
Bolivia;05/02/2021;19353.16;143.579;915.529;4.626;204.299;1.1;71.51;0.718
Bolivia;06/02/2021;19.457.503;104.343;921.183;5.654;204.299;1.1;71.51;0.718
Bolivia;07/02/2021;19.529.378;71.875;924.867;3.684;204.299;1.1;71.51;0.718
Bolivia;08/02/2021;19.633.893;104.514;930.692;5.825;204.299;1.1;71.51;0.718
Bolivia;09/02/2021;19.766.164;132.271;936.261;5.568;204.299;1.1;71.51;0.718
Bolivia;10/02/2021;19.917.881;151.717;942.001;5.74;204.299;1.1;71.51;0.718
Bolivia;11/02/2021;20.033.703;115.823;946.113;4.112;204.299;1.1;71.51;0.718
Bolivia;12/02/2021;20.140.274;106.57;951.51;5.397;204.299;1.1;71.51;0.718
Bolivia;13/02/2021;20220.63;80.356;955.622;4.112;204.299;1.1;71.51;0.718
Bolivia;14/02/2021;20.280.255;59.625;959.648;4.026;204.299;1.1;71.51;0.718
Bolivia;15/02/2021;20315.55;35.295;962.389;2.741;204.299;1.1;71.51;0.718
Bolivia;16/02/2021;20.363.695;48.145;965.816;3.427;204.299;1.1;71.51;0.718
Bolivia;17/02/2021;20.431.287;67.592;968.301;2.484;204.299;1.1;71.51;0.718
Bolivia;18/02/2021;20.519.438;88.152;972.584;4.283;204.299;1.1;71.51;0.718
Bolivia;19/02/2021;20.618.127;98.689;975.754;3.17;204.299;1.1;71.51;0.718
Bolivia;20/02/2021;20.711.933;93.806;978.067;2.313;204.299;1.1;71.51;0.718
Bolivia;21/02/2021;20.756.566;44.633;980.123;2.056;204.299;1.1;71.51;0.718
Bolivia;22/02/2021;20.832.296;75.73;982.607;2.484;204.299;1.1;71.51;0.718
Bolivia;23/02/2021;20935.44;103.144;985.862;3.255;204.299;1.1;71.51;0.718
Bolivia;24/02/2021;21.050.149;114.709;989.203;3.341;204.299;1.1;71.51;0.718
Bolivia;25/02/2021;21144.64;94.491;991.773;2.57;204.299;1.1;71.51;0.718
Bolivia;26/02/2021;21.236.219;91.579;994.515;2.741;204.299;1.1;71.51;0.718
Bolivia;27/02/2021;21.292.417;56.198;996.142;1.628;204.299;1.1;71.51;0.718
Bolivia;28/02/2021;21.332.081;39.664;997.941;1.799;204.299;1.1;71.51;0.718
Bolivia;01/03/2021;21.396.931;64.85;999.398;1.456;204.299;1.1;71.51;0.718
Bolivia;02/03/2021;21.464.609;67.677;1.002.568;3.17;204.299;1.1;71.51;0.718
Bolivia;03/03/2021;21.536.055;71.447;1.005.223;2.656;204.299;1.1;71.51;0.718
Bolivia;04/03/2021;21.619.067;83.012;1.007.536;2.313;204.299;1.1;71.51;0.718
Bolivia;05/03/2021;21.699.338;80.271;1.009.935;2.399;204.299;1.1;71.51;0.718
Bolivia;06/03/2021;21.755.279;55.941;1.011.477;1.542;204.299;1.1;71.51;0.718
Bolivia;07/03/2021;21.782.949;27.671;1.012.848;1.371;204.299;1.1;71.51;0.718
Bolivia;08/03/2021;21.822.613;39.664;1.014.732;1.885;204.299;1.1;71.51;0.718
Bolivia;09/03/2021;21.898.429;75.816;1.015.846;1.114;204.299;1.1;71.51;0.718
Bolivia;10/03/2021;21.970.476;72.046;1.018.073;2.227;204.299;1.1;71.51;0.718
Bolivia;11/03/2021;22.037.125;66.649;1.019.701;1.628;204.299;1.1;71.51;0.718
Bolivia;12/03/2021;22.129.989;92.864;1.022.014;2.313;204.299;1.1;71.51;0.718
Bolivia;13/03/2021;22.188.243;58.254;1.023.213;1.199;204.299;1.1;71.51;0.718
Bolivia;14/03/2021;22.221.225;32.982;1.024.413;1.199;204.299;1.1;71.51;0.718
Bolivia;15/03/2021;22.278.622;57.397;1.025.783;1.371;204.299;1.1;71.51;0.718
Bolivia;16/03/2021;22.358.207;79.585;1.027.754;1.97;204.299;1.1;71.51;0.718
Bolivia;17/03/2021;22449.7;91.493;1.029.296;1.542;204.299;1.1;71.51;0.718
Bolivia;18/03/2021;22.525.516;75.816;1030.41;1.114;204.299;1.1;71.51;0.718
Bolivia;19/03/2021;22599.79;74.274;1.031.523;1.114;204.299;1.1;71.51;0.718
Bolivia;20/03/2021;22.651.447;51.658;1032.38;0.857;204.299;1.1;71.51;0.718
Bolivia;21/03/2021;22.670.551;19.104;1.033.151;0.771;204.299;1.1;71.51;0.718
Bolivia;22/03/2021;22.719.639;49.088;1034.35;1.199;204.299;1.1;71.51;0.718
Bolivia;23/03/2021;22794.94;75.302;1.035.978;1.628;204.299;1.1;71.51;0.718
Bolivia;24/03/2021;22.878.295;83.355;1.037.177;1.199;204.299;1.1;71.51;0.718
Bolivia;25/03/2021;22.944.602;66.307;1.039.233;2.056;204.299;1.1;71.51;0.718
Bolivia;26/03/2021;23.019.818;75.216;1.040.261;1.028;204.299;1.1;71.51;0.718
Bolivia;27/03/2021;23.070.447;50.63;1.042.146;1.885;204.299;1.1;71.51;0.718
Bolivia;28/03/2021;23.098.375;27.928;1.043.945;1.799;204.299;1.1;71.51;0.718
Bolivia;29/03/2021;23159.97;61.595;1.046.087;2.142;204.299;1.1;71.51;0.718
Bolivia;30/03/2021;23.251.806;91.836;1.048.485;2.399;204.299;1.1;71.51;0.718
Bolivia;31/03/2021;23.336.788;84.982;1.050.027;1.542;204.299;1.1;71.51;0.718
Bolivia;01/04/2021;23.415.259;78.471;1.051.998;1.97;204.299;1.1;71.51;0.718
Bolivia;02/04/2021;23.468.373;53.114;1.054.139;2.142;204.299;1.1;71.51;0.718
Bolivia;03/04/2021;23512.92;44.547;1.055.082;0.942;204.299;1.1;71.51;0.718
Bolivia;04/04/2021;23.552.927;40.007;1.055.767;0.685;204.299;1.1;71.51;0.718
Bolivia;05/04/2021;23.592.163;39.236;1057.48;1.713;204.299;1.1;71.51;0.718
Bolivia;06/04/2021;23.720.493;128.33;1.059.365;1.885;204.299;1.1;71.51;0.718
Bolivia;07/04/2021;23.812.671;92.178;1.060.993;1.628;204.299;1.1;71.51;0.718
Bolivia;08/04/2021;23.918.985;106.313;1.063.306;2.313;204.299;1.1;71.51;0.718
Bolivia;09/04/2021;24.042.517;123.533;1.064.677;1.371;204.299;1.1;71.51;0.718
Bolivia;10/04/2021;24.121.417;78.9;1.065.876;1.199;204.299;1.1;71.51;0.718
Bolivia;11/04/2021;24.166.392;44.975;1.066.647;0.771;204.299;1.1;71.51;0.718
Bolivia;12/04/2021;24.251.118;84.725;1.068.189;1.542;204.299;1.1;71.51;0.718
Bolivia;13/04/2021;24.345.266;94.149;1.070.502;2.313;204.299;1.1;71.51;0.718
Bolivia;14/04/2021;24.440.186;94.92;1.072.472;1.97;204.299;1.1;71.51;0.718
Bolivia;15/04/2021;24510.69;70.504;1.079.668;7.196;204.299;1.1;71.51;0.718
Bolivia;16/04/2021;24.617.432;106.742;1.081.553;1.885;204.299;1.1;71.51;0.718
Bolivia;17/04/2021;24.617.432;0;1.081.553;0;204.299;1.1;71.51;0.718
Bolivia;18/04/2021;24.763.581;146.149;1.083.523;1.97;204.299;1.1;71.51;0.718
Bolivia;19/04/2021;24.874.606;111.025;1.085.065;1.542;204.299;1.1;71.51;0.718
Bolivia;20/04/2021;24.987.088;112.482;1087.55;2.484;204.299;1.1;71.51;0.718
Bolivia;21/04/2021;25.105.823;118.735;1.090.634;3.084;204.299;1.1;71.51;0.718
Bolivia;22/04/2021;25.219.761;113.938;1.092.947;2.313;204.299;1.1;71.51;0.718
Bolivia;23/04/2021;25.348.348;128.587;1.095.089;2.142;204.299;1.1;71.51;0.718
Bolivia;24/04/2021;25.459.116;110.768;1.097.573;2.484;204.299;1.1;71.51;0.718
Bolivia;25/04/2021;25.499.722;40.606;1.098.601;1.028;204.299;1.1;71.51;0.718
Bolivia;26/04/2021;25.595.584;95.862;1.101.771;3.17;204.299;1.1;71.51;0.718
Bolivia;27/04/2021;25.722.372;126.788;1.103.827;2.056;204.299;1.1;71.51;0.718
Bolivia;28/04/2021;25.857.128;134.755;1.106.825;2.998;204.299;1.1;71.51;0.718
Bolivia;29/04/2021;25.857.128;0;1.106.825;0;204.299;1.1;71.51;0.718
Bolivia;30/04/2021;26.019.982;162.854;1.109.481;2.656;204.299;1.1;71.51;0.718
Bolivia;01/05/2021;26.259.422;239.441;1.114.449;4.969;204.299;1.1;71.51;0.718
Bolivia;02/05/2021;26.259.422;0;1.114.449;0;204.299;1.1;71.51;0.718
Bolivia;03/05/2021;26.469.908;210.485;1.116.677;2.227;204.299;1.1;71.51;0.718
Bolivia;04/05/2021;26.469.908;0;1.116.677;0;204.299;1.1;71.51;0.718
Bolivia;05/05/2021;26.605.948;136.04;1.120.703;4.026;204.299;1.1;71.51;0.718
Bolivia;06/05/2021;26.915.893;309.945;1.126.614;5.911;204.299;1.1;71.51;0.718
Bolivia;07/05/2021;26.915.893;0;1.126.614;0;204.299;1.1;71.51;0.718
Bolivia;08/05/2021;27.203.479;287.586;1131.24;4.626;204.299;1.1;71.51;0.718
Bolivia;09/05/2021;27.203.479;0;1131.24;0;204.299;1.1;71.51;0.718
Bolivia;10/05/2021;27.294.544;91.065;1.133.211;1.97;204.299;1.1;71.51;0.718
Bolivia;11/05/2021;27.431.526;136.982;1.135.781;2.57;204.299;1.1;71.51;0.718
Bolivia;12/05/2021;27.634.473;202.946;1.140.064;4.283;204.299;1.1;71.51;0.718
Bolivia;13/05/2021;27.830.651;196.179;1.143.234;3.17;204.299;1.1;71.51;0.718
Bolivia;14/05/2021;28.032.484;201.833;1.148.716;5.483;204.299;1.1;71.51;0.718
Bolivia;15/05/2021;28.247.424;214.94;1.152.314;3.598;204.299;1.1;71.51;0.718
Bolivia;16/05/2021;28.490.206;242.782;1.157.969;5.654;204.299;1.1;71.51;0.718
Bolivia;17/05/2021;28.683.558;193.352;1.162.166;4.198;204.299;1.1;71.51;0.718
Bolivia;18/05/2021;28.683.558;0;1.162.166;0;204.299;1.1;71.51;0.718
Bolivia;19/05/2021;28907.75;224.192;1.168.077;5.911;204.299;1.1;71.51;0.718
Bolivia;20/05/2021;29.144.706;236.956;1.173.046;4.969;204.299;1.1;71.51;0.718
Bolivia;21/05/2021;29.389.544;244.838;1.180.499;7.453;204.299;1.1;71.51;0.718
Bolivia;22/05/2021;29.646.975;257.431;1.187.095;6.596;204.299;1.1;71.51;0.718
Bolivia;23/05/2021;29.953.922;306.947;1.196.348;9.252;204.299;1.1;71.51;0.718
Bolivia;24/05/2021;29.953.922;0;1.196.348;0;204.299;1.1;71.51;0.718
Bolivia;25/05/2021;30.441.884;487.962;1.209.969;13.621;204.299;1.1;71.51;0.718
Bolivia;26/05/2021;30.717.134;275.25;1.218.707;8.738;204.299;1.1;71.51;0.718
Bolivia;27/05/2021;30.975.679;258.545;1.226.074;7.367;204.299;1.1;71.51;0.718
Bolivia;28/05/2021;31.231.825;256.146;1.231.643;5.568;204.299;1.1;71.51;0.718
Bolivia;29/05/2021;31.415.496;183.671;1.236.611;4.969;204.299;1.1;71.51;0.718
Bolivia;30/05/2021;31.566.271;150.775;1.239.695;3.084;204.299;1.1;71.51;0.718
Bolivia;31/05/2021;31.806.569;240.298;1.244.236;4.54;204.299;1.1;71.51;0.718
Bolivia;01/06/2021;32101.18;294.611;1.254.088;9.852;204.299;1.1;71.51;0.718
Bolivia;02/06/2021;32.384.739;283.56;1.262.055;7.967;204.299;1.1;71.51;0.718
Bolivia;03/06/2021;32.592.826;208.087;1.270.621;8.567;204.299;1.1;71.51;0.718
Bolivia;04/06/2021;32.849.828;257.003;1.276.447;5.825;204.299;1.1;71.51;0.718
Bolivia;05/06/2021;33.044.893;195.065;1.283.386;6.939;204.299;1.1;71.51;0.718
Bolivia;06/06/2021;33.167.227;122.333;1287.07;3.684;204.299;1.1;71.51;0.718
Bolivia;07/06/2021;33.167.227;0;1287.07;0;204.299;1.1;71.51;0.718
Colombia;06/03/2020;0.02;0.02;;;124.24;1.71;77.29;0.767
Colombia;07/03/2020;0.02;0;;;124.24;1.71;77.29;0.767
Colombia;08/03/2020;0.02;0;;;124.24;1.71;77.29;0.767
Colombia;09/03/2020;0.02;0;;;124.24;1.71;77.29;0.767
Colombia;10/03/2020;0.059;0.039;;;124.24;1.71;77.29;0.767
Colombia;11/03/2020;0.177;0.118;;;124.24;1.71;77.29;0.767
Colombia;12/03/2020;0.177;0;;;124.24;1.71;77.29;0.767
Colombia;13/03/2020;0.255;0.079;;;124.24;1.71;77.29;0.767
Colombia;14/03/2020;0.432;0.177;;;124.24;1.71;77.29;0.767
Colombia;15/03/2020;0.668;0.236;;;124.24;1.71;77.29;0.767
Colombia;16/03/2020;1.12;0.452;;;124.24;1.71;77.29;0.767
Colombia;17/03/2020;1.474;0.354;;;124.24;1.71;77.29;0.767
Colombia;18/03/2020;2.005;0.531;;;124.24;1.71;77.29;0.767
Colombia;19/03/2020;2.123;0.118;;;124.24;1.71;77.29;0.767
Colombia;20/03/2020;3.105;0.983;;;124.24;1.71;77.29;0.767
Colombia;21/03/2020;3.852;0.747;;;124.24;1.71;77.29;0.767
Colombia;22/03/2020;4.54;0.688;0.039;0.039;124.24;1.71;77.29;0.767
Colombia;23/03/2020;5.444;0.904;0.059;0.02;124.24;1.71;77.29;0.767
Colombia;24/03/2020;7.429;1.985;0.059;0;124.24;1.71;77.29;0.767
Colombia;25/03/2020;9.237;1.808;0.079;0.02;124.24;1.71;77.29;0.767
Colombia;26/03/2020;9.65;0.413;0.118;0.039;124.24;1.71;77.29;0.767
Colombia;27/03/2020;10.593;0.943;0.118;0;124.24;1.71;77.29;0.767
Colombia;28/03/2020;11.949;1.356;0.118;0;124.24;1.71;77.29;0.767
Colombia;29/03/2020;13.796;1.847;0.197;0.079;124.24;1.71;77.29;0.767
Colombia;30/03/2020;15.683;1.887;0.236;0.039;124.24;1.71;77.29;0.767
Colombia;31/03/2020;17.806;2.123;0.314;0.079;124.24;1.71;77.29;0.767
Colombia;01/04/2020;20.93;3.125;0.334;0.02;124.24;1.71;77.29;0.767
Colombia;02/04/2020;22.817;1.887;0.373;0.039;124.24;1.71;77.29;0.767
Colombia;03/04/2020;24.9;2.083;0.491;0.118;124.24;1.71;77.29;0.767
Colombia;04/04/2020;27.632;2.732;0.629;0.138;124.24;1.71;77.29;0.767
Colombia;05/04/2020;29.185;1.553;0.688;0.059;124.24;1.71;77.29;0.767
Colombia;06/04/2020;31.032;1.847;0.904;0.216;124.24;1.71;77.29;0.767
Colombia;07/04/2020;34.982;3.95;0.983;0.079;124.24;1.71;77.29;0.767
Colombia;08/04/2020;40.367;5.385;1.061;0.079;124.24;1.71;77.29;0.767
Colombia;09/04/2020;43.689;3.321;1.356;0.295;124.24;1.71;77.29;0.767
Colombia;10/04/2020;48.602;4.913;1.572;0.216;124.24;1.71;77.29;0.767
Colombia;11/04/2020;53.24;4.638;1.965;0.393;124.24;1.71;77.29;0.767
Colombia;12/04/2020;54.557;1.317;2.142;0.177;124.24;1.71;77.29;0.767
Colombia;13/04/2020;56.05;1.494;2.201;0.059;124.24;1.71;77.29;0.767
Colombia;14/04/2020;58.546;2.496;2.496;0.295;124.24;1.71;77.29;0.767
Colombia;15/04/2020;61.022;2.476;2.575;0.079;124.24;1.71;77.29;0.767
Colombia;16/04/2020;63.538;2.516;2.83;0.255;124.24;1.71;77.29;0.767
Colombia;17/04/2020;67.587;4.049;3.007;0.177;124.24;1.71;77.29;0.767
Colombia;18/04/2020;71.163;3.577;3.262;0.255;124.24;1.71;77.29;0.767
Colombia;19/04/2020;74.524;3.361;3.518;0.255;124.24;1.71;77.29;0.767
Colombia;20/04/2020;78.16;3.636;3.714;0.197;124.24;1.71;77.29;0.767
Colombia;21/04/2020;81.54;3.38;3.852;0.138;124.24;1.71;77.29;0.767
Colombia;22/04/2020;85.608;4.068;4.049;0.197;124.24;1.71;77.29;0.767
Colombia;23/04/2020;89.637;4.029;4.225;0.177;124.24;1.71;77.29;0.767
Colombia;24/04/2020;95.926;6.289;4.422;0.197;124.24;1.71;77.29;0.767
Colombia;25/04/2020;101.056;5.129;4.579;0.157;124.24;1.71;77.29;0.767
Colombia;26/04/2020;105.713;4.658;4.795;0.216;124.24;1.71;77.29;0.767
Colombia;27/04/2020;109.998;4.284;4.972;0.177;124.24;1.71;77.29;0.767
Colombia;28/04/2020;116.916;6.918;5.287;0.314;124.24;1.71;77.29;0.767
Colombia;29/04/2020;121.986;5.07;5.464;0.177;124.24;1.71;77.29;0.767
Colombia;30/04/2020;127.882;5.896;5.758;0.295;124.24;1.71;77.29;0.767
Colombia;01/05/2020;137.689;9.807;6.171;0.413;124.24;1.71;77.29;0.767
Colombia;02/05/2020;143.172;5.483;6.368;0.197;124.24;1.71;77.29;0.767
Colombia;03/05/2020;150.699;7.527;6.682;0.314;124.24;1.71;77.29;0.767
Colombia;04/05/2020;156.693;5.994;7.036;0.354;124.24;1.71;77.29;0.767
Colombia;05/05/2020;169.271;12.578;7.429;0.393;124.24;1.71;77.29;0.767
Colombia;06/05/2020;176.071;6.8;7.802;0.373;124.24;1.71;77.29;0.767
Colombia;07/05/2020;185.839;9.768;7.999;0.197;124.24;1.71;77.29;0.767
Colombia;08/05/2020;197.532;11.694;8.411;0.413;124.24;1.71;77.29;0.767
Colombia;09/05/2020;206.258;8.726;8.746;0.334;124.24;1.71;77.29;0.767
Colombia;10/05/2020;217.421;11.163;9.099;0.354;124.24;1.71;77.29;0.767
Colombia;11/05/2020;228.23;10.809;9.414;0.314;124.24;1.71;77.29;0.767
Colombia;12/05/2020;241.181;12.951;9.689;0.275;124.24;1.71;77.29;0.767
Colombia;13/05/2020;254.113;12.932;10.003;0.314;124.24;1.71;77.29;0.767
Colombia;14/05/2020;267.477;13.364;10.318;0.314;124.24;1.71;77.29;0.767
Colombia;15/05/2020;279.387;11.91;10.731;0.413;124.24;1.71;77.29;0.767
Colombia;16/05/2020;293.596;14.209;11.045;0.314;124.24;1.71;77.29;0.767
Colombia;17/05/2020;306.075;12.48;11.281;0.236;124.24;1.71;77.29;0.767
Colombia;18/05/2020;320.245;14.17;11.635;0.354;124.24;1.71;77.29;0.767
Colombia;19/05/2020;332.823;12.578;12.047;0.413;124.24;1.71;77.29;0.767
Colombia;20/05/2020;347.602;14.779;12.381;0.334;124.24;1.71;77.29;0.767
Colombia;21/05/2020;360.239;12.637;12.814;0.432;124.24;1.71;77.29;0.767
Colombia;22/05/2020;375.981;15.742;13.403;0.59;124.24;1.71;77.29;0.767
Colombia;23/05/2020;396.538;20.557;13.855;0.452;124.24;1.71;77.29;0.767
Colombia;24/05/2020;416.152;19.614;14.288;0.432;124.24;1.71;77.29;0.767
Colombia;25/05/2020;431.992;15.84;14.74;0.452;124.24;1.71;77.29;0.767
Colombia;26/05/2020;452.077;20.085;15.251;0.511;124.24;1.71;77.29;0.767
Colombia;27/05/2020;473.715;21.638;15.781;0.531;124.24;1.71;77.29;0.767
Colombia;28/05/2020;498.517;24.802;16.155;0.373;124.24;1.71;77.29;0.767
Colombia;29/05/2020;524.499;25.981;16.764;0.609;124.24;1.71;77.29;0.767
Colombia;30/05/2020;554.921;30.423;17.491;0.727;124.24;1.71;77.29;0.767
Colombia;31/05/2020;577.463;22.542;18.454;0.963;124.24;1.71;77.29;0.767
Colombia;01/06/2020;599.278;21.815;19.044;0.59;124.24;1.71;77.29;0.767
Colombia;02/06/2020;625.613;26.335;19.83;0.786;124.24;1.71;77.29;0.767
Colombia;03/06/2020;655.505;29.892;20.537;0.708;124.24;1.71;77.29;0.767
Colombia;04/06/2020;690.212;34.707;21.363;0.825;124.24;1.71;77.29;0.767
Colombia;05/06/2020;719.987;29.774;22.503;1.14;124.24;1.71;77.29;0.767
Colombia;06/06/2020;747.344;27.357;23.682;1.179;124.24;1.71;77.29;0.767
Colombia;07/06/2020;771.104;23.76;24.743;1.061;124.24;1.71;77.29;0.767
Colombia;08/06/2020;800.249;29.145;25.706;0.963;124.24;1.71;77.29;0.767
Colombia;09/06/2020;826.958;26.708;26.964;1.258;124.24;1.71;77.29;0.767
Colombia;10/06/2020;858.481;31.523;28.163;1.199;124.24;1.71;77.29;0.767
Colombia;11/06/2020;888.55;30.069;29.244;1.081;124.24;1.71;77.29;0.767
Colombia;12/06/2020;920.899;32.349;30.364;1.12;124.24;1.71;77.29;0.767
Colombia;13/06/2020;958.004;37.105;31.288;0.924;124.24;1.71;77.29;0.767
Colombia;14/06/2020;1.001.103;43.099;32.762;1.474;124.24;1.71;77.29;0.767
Colombia;15/06/2020;1.042.846;41.743;33.921;1.16;124.24;1.71;77.29;0.767
Colombia;16/06/2020;1.079.558;36.712;35.395;1.474;124.24;1.71;77.29;0.767
Colombia;17/06/2020;1.121.124;41.566;36.633;1.238;124.24;1.71;77.29;0.767
Colombia;18/06/2020;1.183.443;62.32;38.323;1.69;124.24;1.71;77.29;0.767
Colombia;19/06/2020;1.243.562;60.118;40.19;1.867;124.24;1.71;77.29;0.767
Colombia;20/06/2020;1.289.884;46.322;41.782;1.592;124.24;1.71;77.29;0.767
Colombia;21/06/2020;1.349.216;59.332;43.964;2.181;124.24;1.71;77.29;0.767
Colombia;22/06/2020;1.398.958;49.742;45.398;1.435;124.24;1.71;77.29;0.767
Colombia;23/06/2020;1.445.909;46.951;47.246;1.847;124.24;1.71;77.29;0.767
Colombia;24/06/2020;1515.5;69.591;48.956;1.71;124.24;1.71;77.29;0.767
Colombia;25/06/2020;1584.01;68.51;52.159;3.203;124.24;1.71;77.29;0.767
Colombia;26/06/2020;1.659.536;75.526;55.245;3.086;124.24;1.71;77.29;0.767
Colombia;27/06/2020;1.741.077;81.54;57.76;2.516;124.24;1.71;77.29;0.767
Colombia;28/06/2020;1.803.534;62.457;62.457;4.697;124.24;1.71;77.29;0.767
Colombia;29/06/2020;1.867.878;64.344;64.344;1.887;124.24;1.71;77.29;0.767
Colombia;30/06/2020;1.922.965;55.087;65.523;1.179;124.24;1.71;77.29;0.767
Colombia;01/07/2020;2004.78;81.815;68.196;2.673;124.24;1.71;77.29;0.767
Colombia;02/07/2020;2.085.377;80.597;71.556;3.361;124.24;1.71;77.29;0.767
Colombia;03/07/2020;2.152.099;66.722;74.229;2.673;124.24;1.71;77.29;0.767
Colombia;04/07/2020;2.228.431;76.332;77.472;3.243;124.24;1.71;77.29;0.767
Colombia;05/07/2020;2301.56;73.129;79.87;2.398;124.24;1.71;77.29;0.767
Colombia;06/07/2020;2.363.879;62.32;82.739;2.869;124.24;1.71;77.29;0.767
Colombia;07/07/2020;2.446.677;82.798;85.667;2.928;124.24;1.71;77.29;0.767
Colombia;08/07/2020;2.528.119;81.442;88.969;3.302;124.24;1.71;77.29;0.767
Colombia;09/07/2020;2.632.968;104.849;92.644;3.675;124.24;1.71;77.29;0.767
Colombia;10/07/2020;2.766.667;133.699;96.791;4.147;124.24;1.71;77.29;0.767
Colombia;11/07/2020;2.862.102;95.435;100.604;3.813;124.24;1.71;77.29;0.767
Colombia;12/07/2020;2.956.692;94.59;104.298;3.695;124.24;1.71;77.29;0.767
Colombia;13/07/2020;3.032.002;75.31;107.207;2.909;124.24;1.71;77.29;0.767
Colombia;14/07/2020;3.142.471;110.469;110.548;3.341;124.24;1.71;77.29;0.767
Colombia;15/07/2020;3.246.062;103.591;114.262;3.714;124.24;1.71;77.29;0.767
Colombia;16/07/2020;3.404.013;157.951;118.488;4.225;124.24;1.71;77.29;0.767
Colombia;17/07/2020;3.579.593;175.58;123.578;5.09;124.24;1.71;77.29;0.767
Colombia;18/07/2020;3.747.822;168.229;128.059;4.481;124.24;1.71;77.29;0.767
Colombia;19/07/2020;3.877.099;129.277;132.382;4.324;124.24;1.71;77.29;0.767
Colombia;20/07/2020;4.009.305;132.206;136.175;3.793;124.24;1.71;77.29;0.767
Colombia;21/07/2020;4.147.524;138.219;140.833;4.658;124.24;1.71;77.29;0.767
Colombia;22/07/2020;4292.76;145.235;144.901;4.068;124.24;1.71;77.29;0.767
Colombia;23/07/2020;4.448.903;156.143;151.092;6.191;124.24;1.71;77.29;0.767
Colombia;24/07/2020;4.589.775;140.873;156.732;5.64;124.24;1.71;77.29;0.767
Colombia;25/07/2020;4.732.338;142.563;162.51;5.778;124.24;1.71;77.29;0.767
Colombia;26/07/2020;4.893.119;160.781;167.542;5.031;124.24;1.71;77.29;0.767
Colombia;27/07/2020;5.052.799;159.68;172.494;4.953;124.24;1.71;77.29;0.767
Colombia;28/07/2020;5254.91;202.111;178.331;5.837;124.24;1.71;77.29;0.767
Colombia;29/07/2020;5.425.302;170.391;185.799;7.468;124.24;1.71;77.29;0.767
Colombia;30/07/2020;5.621.144;195.842;192.796;6.996;124.24;1.71;77.29;0.767
Colombia;31/07/2020;5.807.611;186.467;198.593;5.798;124.24;1.71;77.29;0.767
Colombia;01/08/2020;6.017.367;209.756;203.015;4.422;124.24;1.71;77.29;0.767
Colombia;02/08/2020;6.242.787;225.42;209.304;6.289;124.24;1.71;77.29;0.767
